OrderNumber,ShippingAddress,Order,AccountNumber,CartNumber
8290958,5670 Leonis Blvd,Dispatched,10087280,451350
8290968,6 Central Ave #664,Processing,10087283,451365
8290978,75 N Washington Ave,Confirmed,10087286,451380
8290988,880 W South Water Market,Processing,10087289,451395
8290998,42 N 16th St #620,Processing,10087292,451410
8291008,873 E Cumberland St,Processing,10087295,451425
8291018,863 Mcgilchrist St Se,Confirmed,10087298,451440
8291028,2 S Church St,Delivered,10087301,451455
8291038,31 N Canal St,Dispatched,10087304,451470
8291048,8688 Manning Blvd #547,Processing,10087307,451485
8291058,652 Pacific Hwy,Processing,10087310,451500
8291068,8794 34th Ave,Delivered,10087313,451515
8291078,9 3rd St,Dispatched,10087316,451530
8291088,571 Maiden Ln #7,Dispatched,10087319,451545
8291098,637 Wright Rd,Dispatched,10087322,451560
8291108,1770 Mission Ave,Processing,10087325,451575
8291118,2583 Lincoln Blvd,Processing,10087328,451590
8291128,1 Highway 71 S,Confirmed,10087331,451605
8291138,1309 Pitney Rd,Dispatched,10087334,451620
8291148,809 W Bayshore Rd,Confirmed,10087337,451635
8291158,83 Magnavox Way,Dispatched,10087340,451650
8291168,87 Via Contenta,Dispatched,10087343,451665
8291178,986 Whitaker Way,Delivered,10087346,451680
8291188,612 York St,Delivered,10087349,451695
8291198,4 N Brand Blvd,Processing,10087352,451710
8291208,48 Market St,Processing,10087355,451725
8291218,1458 W Henry St,Dispatched,10087358,451740
8291228,380 Main St,Confirmed,10087361,451755
8291238,743 Wolfert Ave,Confirmed,10087364,451770
8291248,3878 Little John Way,Delivered,10087367,451785
8291258,32 Marguerite Pky,Delivered,10087370,451800
8291268,6173 Landmeier Rd,Processing,10087373,451815
8291278,5 Middletown Blvd,Confirmed,10087376,451830
8291288,449 Oakwood Ave,Delivered,10087379,451845
8291298,7059 E Kilbourn Ave #252,Delivered,10087382,451860
8291308,8 General Dr,Confirmed,10087385,451875
8291318,5518 Whippany Rd,Confirmed,10087388,451890
8291328,2 Hill Rd,Dispatched,10087391,451905
8291338,79 Lexington Ave #83,Delivered,10087394,451920
8291348,339 W 1st St,Dispatched,10087397,451935
8291358,7635 Run Subdivision,Confirmed,10087400,451950
8291368,91 Nw 52nd Ave,Delivered,10087403,451965
8291378,7767 W Central Ave #2,Delivered,10087406,451980
8291388,894 Feather River Blvd,Delivered,10087409,451995
8291398,2 Executive Blvd,Confirmed,10087412,452010
8291408,1 N Main St #16,Confirmed,10087415,452025
8291418,44 S Highland Dr,Delivered,10087418,452040
8291428,958 Airline Dr,Confirmed,10087421,452055
8291438,18 Cameron St,Processing,10087424,452070
8291448,79 E Jackson St,Processing,10087427,452085
8291458,45 19th St,Confirmed,10087430,452100
8291468,305 Industrial Blvd,Delivered,10087433,452115
8291478,1434 Ash St,Processing,10087436,452130
8291488,6 S San Marcos Rd,Processing,10087439,452145
8291498,56 Washington Rd,Delivered,10087442,452160
8291508,8899 E Slauson Ave,Delivered,10087445,452175
8291518,142 E 57th Ave #2,Delivered,10087448,452190
8291528,41 Augusta Hwy,Processing,10087451,452205
8291538,985 Joyce St,Dispatched,10087454,452220
8291548,611 Grand Ave,Confirmed,10087457,452235
8291558,647 S Rainbow Blvd Bldg #4577,Processing,10087460,452250
8291568,2719 N Delaware St,Delivered,10087463,452265
8291578,71 Linden Ave,Processing,10087466,452280
8291588,9 Park St,Delivered,10087469,452295
8291598,430 State Route 10 #7548,Processing,10087472,452310
8291608,8718 N 13th Ave,Delivered,10087475,452325
8291618,4956 Midway Rd #65,Confirmed,10087478,452340
8291628,71 West Ave,Dispatched,10087481,452355
8291638,7 Ramon Rd,Processing,10087484,452370
8291648,922 Railroad Ave #7063,Delivered,10087487,452385
8291658,5661 Harding St,Delivered,10087490,452400
8291668,92 A Glenneyre Ave,Dispatched,10087493,452415
8291678,5 Westbranch Dr #36,Confirmed,10087496,452430
8291688,6 N Town East Blvd,Dispatched,10087499,452445
8291698,100 Rombouts Ave,Dispatched,10087502,452460
8291708,5 E King St #6,Processing,10087505,452475
8291718,7167 Bethlehem Pike #80,Processing,10087508,452490
8291728,80 Wisconsin Ave,Confirmed,10087511,452505
8291738,8265 W Camelback Rd,Delivered,10087514,452520
8291748,45 S Cedar Ridge Dr,Delivered,10087517,452535
8291758,6096 N Michigan Ave,Dispatched,10087520,452550
8291768,4 Beaverbrook Rd,Confirmed,10087523,452565
8291778,548 Midland Ave,Delivered,10087526,452580
8291788,6 Friendship Dr #5055,Dispatched,10087529,452595
8291798,5 S Gage St #6175,Delivered,10087532,452610
8291808,18 Nw 6th St,Dispatched,10087535,452625
8291818,5 Pittsford Victor Rd,Confirmed,10087538,452640
8291828,6 E Rand Rd #73,Delivered,10087541,452655
8291838,91 E Cary St,Confirmed,10087544,452670
8291848,5 New Circle Rd Ne,Confirmed,10087547,452685
8291858,68 Nw Raleigh St #88,Confirmed,10087550,452700
8291868,8 S Mcmullen Dr #38,Processing,10087553,452715
8291878,6 N Volusia Ave #2,Confirmed,10087556,452730
8291888,5 Cedar St,Dispatched,10087559,452745
8291898,71 S Newtown St,Processing,10087562,452760
8291908,4 Bloomfield Ave #5,Dispatched,10087565,452775
8291918,841 N Monroe St,Dispatched,10087568,452790
8291928,5094 Poway Rd,Delivered,10087571,452805
8291938,43 Winnetka Ave,Delivered,10087574,452820
8291948,51 S Hulen St,Delivered,10087577,452835
8291958,5 Goddard Rd,Delivered,10087580,452850
8291968,7 Woodbridge Ave,Processing,10087583,452865
8291978,48 Lower Ragsdale Dr #1349,Confirmed,10087586,452880
8291988,80 S Beckley St,Delivered,10087589,452895
8291998,3314 Hawthorne St,Processing,10087592,452910
8292008,924 W Saint Mary Blvd,Delivered,10087595,452925
8292018,9713 Wilbur Ave #163,Dispatched,10087598,452940
8292028,4 Gray Ave,Processing,10087601,452955
8292038,8528 A Park Rd,Confirmed,10087604,452970
8292048,1262 W 19th St,Dispatched,10087607,452985
8292058,99 Garfield Ave #370,Confirmed,10087610,453000
8292068,9041 Grand Plaza Plac,Delivered,10087613,453015
8292078,475 S Figueroa St,Delivered,10087616,453030
8292088,7 Lagrange St #10,Delivered,10087619,453045
8292098,16 Ridge Center,Processing,10087622,453060
8292108,66 62nd St #30,Dispatched,10087625,453075
8292118,15 Ludlow Ave #156,Processing,10087628,453090
8292128,672 Neil Armstrong St #59,Processing,10087631,453105
8292138,1 E Gabilan St,Delivered,10087634,453120
8292148,6325 Statesville Rd,Confirmed,10087637,453135
8292158,7 N Wacker Dr #42,Confirmed,10087640,453150
8292168,76 N Harlem Ave,Dispatched,10087643,453165
8292178,80 Ringwood Ave #7,Delivered,10087646,453180
8292188,8 Wilfong Ln,Dispatched,10087649,453195
8292198,8881 Hopkins St,Dispatched,10087652,453210
8292208,19 Torresdale Ave #58,Processing,10087655,453225
8292218,79 Craig Rd,Processing,10087658,453240
8292228,432 Eastman Ave,Dispatched,10087661,453255
8292238,9 Garcia Ave #38,Processing,10087664,453270
8292248,128 W Kellogg Dr,Dispatched,10087667,453285
8292258,7827 Commercial St Se #37,Dispatched,10087670,453300
8292268,67 N Washington Ave #960,Confirmed,10087673,453315
8292278,19 Distribution Way,Delivered,10087676,453330
8292288,20 Fort Campbell Blvd #4792,Dispatched,10087679,453345
8292298,1 Parkfair Dr #1219,Delivered,10087682,453360
8292308,1736 Us Highway 19n N #6,Processing,10087685,453375
8292318,578 E Us Highway 36 #3,Delivered,10087688,453390
8292328,1724 W Dodge Rd,Confirmed,10087691,453405
8292338,1 W 8th,Processing,10087694,453420
8292348,8 Cochise Trl,Processing,10087697,453435
8292358,4 Sutton Ln,Processing,10087700,453450
8292368,7 Shetland Ct,Confirmed,10087703,453465
8292378,526 Main St,Processing,10087706,453480
8292388,18 Duluth St,Delivered,10087709,453495
8292398,35 Peconic Ave #4,Processing,10087712,453510
8292408,7 S Quebec,Confirmed,10087715,453525
8292418,74 Se 3rd Ave #1494,Dispatched,10087718,453540
8292428,3 Bush St,Processing,10087721,453555
8292438,629 105th Ave,Processing,10087724,453570
8292448,58 Executive Dr,Dispatched,10087727,453585
8292458,200 W Bijou St #6013,Dispatched,10087730,453600
8292468,2 Us Highway 206,Delivered,10087733,453615
8292478,8570 E 8th St,Confirmed,10087736,453630
8292488,3068 N Interstate 35,Delivered,10087739,453645
8292498,4241 Tapp St,Dispatched,10087742,453660
8292508,99 Hart St,Dispatched,10087745,453675
8292518,1822 Guilford Rd,Processing,10087748,453690
8292528,995 Concord Rd,Dispatched,10087751,453705
8292538,3 Main St,Confirmed,10087754,453720
8292548,7995 Douglas Rd E #6,Dispatched,10087757,453735
8292558,965 Bryant St,Confirmed,10087760,453750
8292568,2863 Brooklyn Terminal Mkt,Processing,10087763,453765
8292578,6410 E State Hwy,Dispatched,10087766,453780
8292588,4895 Country Club Rd,Delivered,10087769,453795
8292598,43 Gateway Blvd,Processing,10087772,453810
8292608,881 South St #4,Dispatched,10087775,453825
8292618,5 S Taylor Ave,Confirmed,10087778,453840
8292628,6059 Alewa Dr,Processing,10087781,453855
8292638,345 Broadway St,Delivered,10087784,453870
8292648,7 W Pine St,Dispatched,10087787,453885
8292658,5470 N Lamar Blvd #542,Delivered,10087790,453900
8292668,103 E Main St #59,Confirmed,10087793,453915
8292678,698 N Allen Rd,Processing,10087796,453930
8292688,1 Broadway St,Processing,10087799,453945
8292698,5361 N 500 W #3065,Dispatched,10087802,453960
8292708,4153 Broughton Ave,Delivered,10087805,453975
8292718,5 Falls Rd,Delivered,10087808,453990
8292728,51 3rd Ave,Confirmed,10087811,454005
8292738,865 N Port Ave,Dispatched,10087814,454020
8292748,78 E River,Dispatched,10087817,454035
8292758,5106 N Laurel Park Dr,Processing,10087820,454050
8292768,9768 A Aven #112,Dispatched,10087823,454065
8292778,24 Venice Rd,Dispatched,10087826,454080
8292788,2497 Pennsylvania Ave,Delivered,10087829,454095
8292798,357 W Mount Royal Ave,Confirmed,10087832,454110
8292808,123 Euclid Ave #9396,Dispatched,10087835,454125
8292818,1251 E Main St #990,Confirmed,10087838,454140
8292828,259 W 17th St #39,Delivered,10087841,454155
8292838,9 Route 38,Delivered,10087844,454170
8292848,171 E 24th St,Delivered,10087847,454185
8292858,22222 Acoma St,Dispatched,10087850,454200
8292868,534 Schoenborn St #51,Confirmed,10087853,454215
8292878,69206 Jackson Ave,Dispatched,10087856,454230
8292888,808 Glen Cove Ave,Dispatched,10087859,454245
8292898,373 Lafayette St,Dispatched,10087862,454260
8292908,87 Sylvan Ave,Confirmed,10087865,454275
8292918,60562 Ky Rt 321,Processing,10087868,454290
8292928,70 S 18th Pl,Dispatched,10087871,454305
8292938,8839 Ventura Blvd,Delivered,10087874,454320
8292948,3684 N Wacker Dr,Dispatched,10087877,454335
8292958,68828 S 32nd St #6,Confirmed,10087880,454350
8292968,43157 Cypress St,Delivered,10087883,454365
8292978,6 S Hanover Ave,Dispatched,10087886,454380
8292988,27916 Tarrytown Rd,Processing,10087889,454395
8292998,79620 Timber Dr,Delivered,10087892,454410
8293008,387 Airway Cir #62,Delivered,10087895,454425
8293018,570 W Pine St,Confirmed,10087898,454440
8293028,823 Fishers Ln,Dispatched,10087901,454455
8293038,4 Brookcrest Dr #7786,Delivered,10087904,454470
8293048,72 Wyoming Ave,Confirmed,10087907,454485
8293058,754 Sammis Ave,Confirmed,10087910,454500
8293068,660 N Green St,Dispatched,10087913,454515
8293078,970 Waterloo Rd,Processing,10087916,454530
8293088,4129 Abbott Dr,Processing,10087919,454545
8293098,1529 Prince Rodgers Ave,Dispatched,10087922,454560
8293108,2 N Valley Mills Dr,Confirmed,10087925,454575
8293118,50968 Kurtz St #45,Confirmed,10087928,454590
8293128,71585 S Ayon Ave #9,Confirmed,10087931,454605
8293138,8 Old County Rd #3,Dispatched,10087934,454620
8293148,13904 S 35th St,Confirmed,10087937,454635
8293158,6149 Kapiolani Blvd #6,Dispatched,10087940,454650
8293168,95431 34th Ave #62,Confirmed,10087943,454665
8293178,25 Swift Ave,Confirmed,10087946,454680
8293188,14304 Old Alexandria Ferry Rd,Processing,10087949,454695
8293198,1585 Salem Church Rd #59,Delivered,10087952,454710
8293208,75962 E Drinker St,Delivered,10087955,454725
8293218,8978 W Henrietta Rd,Processing,10087958,454740
8293228,86 Worth St #272,Confirmed,10087961,454755
8293238,15 Campville Rd #191,Dispatched,10087964,454770
8293248,3 N Ridge Ave,Delivered,10087967,454785
8293258,3713 Poway Rd,Delivered,10087970,454800
8293268,1 E 17th St,Confirmed,10087973,454815
8293278,5 Liberty Ave,Dispatched,10087976,454830
8293288,404 Broxton Ave,Dispatched,10087979,454845
8293298,4 S Main St #285,Processing,10087982,454860
8293308,1255 W Passaic St #1553,Confirmed,10087985,454875
8293318,377 Excalibur Dr,Processing,10087988,454890
8293328,7 Wilshire Blvd,Confirmed,10087991,454905
8293338,7 Hugh Wallis Rd,Delivered,10087994,454920
8293348,7177 E 14th St,Confirmed,10087997,454935
8293358,67765 W 11th St,Processing,10088000,454950
8293368,99968 Merced St #79,Confirmed,10088003,454965
8293378,40 E 19th Ave,Delivered,10088006,454980
8293388,84826 Plaza Dr,Confirmed,10088009,454995
8293398,20214 W Main St,Delivered,10088012,455010
8293408,8039 Howard Ave,Delivered,10088015,455025
8293418,8 Austin Bluffs Pky,Delivered,10088018,455040
8293428,96605 Pioneer Rd,Confirmed,10088021,455055
8293438,6 Hope Rd #10,Delivered,10088024,455070
8293448,65898 E St Nw,Delivered,10088027,455085
8293458,39 Broad St,Confirmed,10088030,455100
8293468,654 Seguine Ave,Processing,10088033,455115
8293478,78 31st St,Dispatched,10088036,455130
8293488,35673 Annapolis Rd #190,Confirmed,10088039,455145
8293498,98247 Russell Blvd,Confirmed,10088042,455160
8293508,3 S Willow St #82,Dispatched,10088045,455175
8293518,199 Maple Ave,Delivered,10088048,455190
8293528,423 S Navajo St #56,Confirmed,10088051,455205
8293538,5 30w W #3083,Delivered,10088054,455220
8293548,57245 W Union Blvd #25,Confirmed,10088057,455235
8293558,971 Northwest Blvd,Confirmed,10088060,455250
8293568,1089 Pacific Coast Hwy,Dispatched,10088063,455265
8293578,6787 Emerson St,Processing,10088066,455280
8293588,8 Middletown Blvd #708,Processing,10088069,455295
8293598,56 Tank Farm Rd,Processing,10088072,455310
8293608,503 Fulford Ave,Processing,10088075,455325
8293618,8275 Calle De Industrias,Dispatched,10088078,455340
8293628,92 South St,Delivered,10088081,455355
8293638,56710 Euclid Ave,Delivered,10088084,455370
8293648,5210 E Airy St #2,Confirmed,10088087,455385
8293658,31 Schuyler Ave,Dispatched,10088090,455400
8293668,661 Plummer St #963,Processing,10088093,455415
8293678,1351 Simpson St,Delivered,10088096,455430
8293688,2391 Pacific Blvd,Confirmed,10088099,455445
8293698,1886 2nd Ave,Dispatched,10088102,455460
8293708,52404 S Clinton Ave,Dispatched,10088105,455475
8293718,405 W Lee St,Dispatched,10088108,455490
8293728,5656 N Fiesta Blvd,Delivered,10088111,455505
8293738,9 Beverly Rd #5,Dispatched,10088114,455520
8293748,96 Armitage Ave,Processing,10088117,455535
8293758,523 N Prince St,Confirmed,10088120,455550
8293768,6926 Orange Ave,Confirmed,10088123,455565
8293778,6940 Prospect Pl,Dispatched,10088126,455580
8293788,52347 San Fernando Rd,Dispatched,10088129,455595
8293798,5399 Mcwhorter Rd,Delivered,10088132,455610
8293808,7 Hall St,Delivered,10088135,455625
8293818,5 W Allen St,Dispatched,10088138,455640
8293828,15126 Goldenwest St,Delivered,10088141,455655
8293838,94 I 55s S,Confirmed,10088144,455670
8293848,288 N 168th Ave #266,Delivered,10088147,455685
8293858,5 Richmond Ct,Confirmed,10088150,455700
8293868,28 Aaronwood Ave Ne,Dispatched,10088153,455715
8293878,39701 6th Ave #1485,Delivered,10088156,455730
8293888,35662 S University Blvd,Dispatched,10088159,455745
8293898,73 Dennison St #70,Processing,10088162,455760
8293908,9591 Bayshore Rd #637,Confirmed,10088165,455775
8293918,57 N Weinbach Ave,Confirmed,10088168,455790
8293928,286 Santa Rosa Ave,Dispatched,10088171,455805
8293938,446 Woodward Ave #1,Confirmed,10088174,455820
8293948,1 Jenks Ave,Confirmed,10088177,455835
8293958,7 Valley Blvd,Delivered,10088180,455850
8293968,42741 Anania Dr,Dispatched,10088183,455865
8293978,5 Shakespeare Ave,Processing,10088186,455880
8293988,245 5th Ave,Confirmed,10088189,455895
8293998,2 Gateway Ctr,Dispatched,10088192,455910
8294008,3175 Northwestern Hwy,Delivered,10088195,455925
8294018,8 S Plaza Dr,Delivered,10088198,455940
8294028,8 Collins Ave,Dispatched,10088201,455955
8294038,9526 Lincoln St,Confirmed,10088204,455970
8294048,406 E 4th St,Confirmed,10088207,455985
8294058,361 Via Colinas,Processing,10088210,456000
8294068,94 S Jefferson Rd,Confirmed,10088213,456015
8294078,8961 S Central Expy,Dispatched,10088216,456030
8294088,7 Wiley Post Way,Processing,10088219,456045
8294098,60 S 4th St,Processing,10088222,456060
8294108,6 Lafayette St #3034,Dispatched,10088225,456075
8294118,35 Jefferson Ave,Processing,10088228,456090
8294128,3492 88th St,Dispatched,10088231,456105
8294138,20 Sw 28th Ter,Delivered,10088234,456120
8294148,6 Argyle Rd,Dispatched,10088237,456135
8294158,438 E Reynolds Rd #239,Processing,10088240,456150
8294168,47 Hall St,Confirmed,10088243,456165
8294178,17720 Beach Blvd,Processing,10088246,456180
8294188,8 2nd St,Delivered,10088249,456195
8294198,490 Court St,Dispatched,10088252,456210
8294208,1456 Hill Rd,Processing,10088255,456225
8294218,6 7th St,Confirmed,10088258,456240
8294228,29 Nottingham Way #926,Processing,10088261,456255
8294238,8818 Century Park E #33,Delivered,10088264,456270
8294248,4 Commerce Center Dr,Dispatched,10088267,456285
8294258,979 S La Cienega Blvd #627,Delivered,10088270,456300
8294268,9181 E 26th St,Dispatched,10088273,456315
8294278,8855 North Ave,Confirmed,10088276,456330
